userName,content,at
Pengguna Google,Very good,2020-01-13 09:09:31
Pengguna Google,Nice,2020-01-12 21:28:31
Pengguna Google,Good,2020-01-12 20:52:20
Pengguna Google,Nyaman buat nongkrong maniz sama keluarga,2020-01-12 17:23:50
Pengguna Google,Aneh gak bisa kirim kode otp di sms. Padahal no nya sesuai.hhhh buat apa instal ginian. Bagusan aplikasi toko sebelah F*re coffe,2020-01-12 17:22:48
Pengguna Google,"Mau daftar tp ""failed to send OTP via SMS"", knp ya?",2020-01-12 16:30:45
Pengguna Google,Bagaimana menambah poin jika saya pesan lewat aplikasi ojek online? Mohon dijawab,2020-01-12 13:34:22
Pengguna Google,Mantap,2020-01-12 08:55:12
Pengguna Google,Hii Sturbuck.. Sy sudah berhasil SignUp. Tetapi saat mau Signin knp email dn passwd selalu gagal dengan reason email dan pass tidak match. Please di bantu,2020-01-11 20:42:37
Pengguna Google,mau login di hp pas uda masukan email dan password nya kan ada di send otp di email pas kita buka email buat liat otp nya dan balik ke aplikasi sbux malah keluar lagi.. gimana mau login balik klo gitu terus 😭,2020-01-11 19:39:23
Pengguna Google,Mempermudah cek reward. Thx,2020-01-11 19:31:57
Pengguna Google,Ada bug di register form bagian date birth. Force close,2020-01-11 18:19:52
Pengguna Google,Menu2 nya gampang di mengerti. Tidak bertele2.,2020-01-11 15:16:12
Pengguna Google,Mantap 👍,2020-01-11 06:50:02
Pengguna Google,Great 👍👍👍👍👍,2020-01-10 19:40:33
Pengguna Google,Saya senang pelayanan di starbucks Bg.Juntion Surabaya..very good 😎,2020-01-10 17:31:04
Pengguna Google,Ok.. banyakin promo2 nya,2020-01-10 13:49:57
Pengguna Google,Nice,2020-01-10 13:20:13
Pengguna Google,Very good,2020-01-10 11:06:23
Pengguna Google,Good program.....,2020-01-10 10:46:04
Pengguna Google,Kalo bisa jgn ada biaya admin,2020-01-10 08:37:56
Pengguna Google,Ok good,2020-01-10 07:17:35
Pengguna Google,Jelek banget apk nya,2020-01-09 21:46:19
Pengguna Google,"Sudah ganti password dan ""match"" tapi tetap tdk bisa sign in karena email dan password tdk sesuai (failure) :(. Padahal alamat email udah oke dan password sdh memenuhi syarat!",2020-01-09 20:26:43
Pengguna Google,Jadi lebih mudah untuk bertransaksi,2020-01-09 18:51:52
Pengguna Google,Good,2020-01-09 18:12:39
Pengguna Google,Nyaman dengan sajian caffee nya,2020-01-09 17:36:15
Pengguna Google,Very usefull,2020-01-09 16:12:50
Pengguna Google,lebih hemat pakai starback aplikasi,2020-01-09 15:51:36
Pengguna Google,Ok,2020-01-09 15:38:05
Pengguna Google,Good,2020-01-09 14:39:52
Pengguna Google,Cukup membantu,2020-01-09 14:38:36
Pengguna Google,Bagus....,2020-01-09 14:07:05
Pengguna Google,bagus si aplikasi.starbuck cuman dh brp.hr ini ko aplikasi mengalami gangguan tolong d perbaiki donk mo beli pke aplikasi by reward jd gk bsa nih,2020-01-09 13:40:45
Pengguna Google,"pengguna baru belum optimal dalam penggunaan, tetapi dari hasil penggunaan saat awal dan melihat aplikasinya lumayan bagus mudah, juga ada beberapa promonya yang cukup menarik mudah-mudahan akan terus dilakukan peningkatan khususnya kualitas layanan, promosi juga inovasi baru untuk aplikasinya juga promo-promonya yang lebih menarik",2020-01-09 12:45:01
Pengguna Google,Tidaak bisa di buka Akun susah masuk,2020-01-09 12:35:31
Pengguna Google,Goood...,2020-01-09 12:11:51
Pengguna Google,Kenapa udh di update ngga bisa di buka aplikasi sya,2020-01-09 11:56:17
Pengguna Google,Sangat membantu,2020-01-09 11:51:41
Pengguna Google,"Baru pakai card & baru pertama kali tukar star, ee system sdh down...top up jg tidak bisa. Gimana ini starbuck padahal hari ini batas terakhr sy bisa rendeem? Bisa hangus dunk star sy",2020-01-09 11:47:02
Pengguna Google,Good,2020-01-09 11:43:47
Pengguna Google,Good job,2020-01-09 10:47:12
Pengguna Google,Oke bgt,2020-01-09 10:42:34
Pengguna Google,Good,2020-01-09 10:29:07
Pengguna Google,Tidak ada standar rasa manis di tiap2 gerainya. Beli java chip di gerai ini dan gerai itu beda manisnya. Ada yang manis bgt. Ada yang kurang manis.,2020-01-09 09:39:42
Pengguna Google,"Poin nya di tambah dong,buat para driver onlene kalo blanja di starbucks",2020-01-09 09:24:15
Pengguna Google,Disuruh update aplikasi..giliran di update malah down app nya.. Aku kasih bintang 5 kalo sistem nya sudah diperbaiki,2020-01-09 07:33:55
Pengguna Google,saya tambahin jd bintang 5 kalau bisa topup lewat aplikasi ini lgsg pakai kartu debit/kredit.....,2020-01-09 06:47:40
Pengguna Google,Semangat utk semuanya REKAN2 SUKSES.,2020-01-09 06:21:05
Pengguna Google,Applikasi ini susah dalam regristrasi dan untuk kartu saya yg tidak memiliki barcode pada kartunya praktis applikasi ini hanya bisa di gunakan untuk topup,2020-01-09 06:10:10
Pengguna Google,Pelayanan nya mantap n murah senyum,2020-01-09 01:51:46
Pengguna Google,👍👍👍,2020-01-09 01:43:27
Pengguna Google,Ok,2020-01-08 21:38:05
Pengguna Google,Nice,2020-01-08 20:05:23
Pengguna Google,Baik sekalu,2020-01-08 19:46:04
Pengguna Google,Ok lah,2020-01-08 19:19:23
Pengguna Google,Love Banget,2020-01-08 19:02:33
Pengguna Google,"Payah ,gangguan terus setiap mau payment , saldo di card jadi mandat ga kepake ,di uangkan ga bisa",2020-01-08 18:19:25
Pengguna Google,Good lah!!,2020-01-08 18:13:19
Pengguna Google,"Gak jelas, diupdate malah gak bisa dibuka aplikasinya 👎",2020-01-08 17:38:56
Pengguna Google,good,2020-01-08 15:11:08
Pengguna Google,Kopinya rasanya mantap dan enak.,2020-01-08 14:50:17
Pengguna Google,Gk bisa log in... padahal baru top up,2020-01-08 13:36:21
Pengguna Google,Aplikasi memeber yg sangat comersil!,2020-01-08 13:00:28
Pengguna Google,Bagus,2020-01-08 11:04:10
Pengguna Google,kemudahan bertransaksi semua Starbucks Indonesia dalam satu aplikasi tanpa harus bawa kartu,2020-01-08 09:23:23
Pengguna Google,Like,2020-01-07 16:54:08
Pengguna Google,"Sy penikmat signature coklat, jadi cuma itu yg sy pesan tiap ke Starbucks. Sdikit komplen, blom ada standar rasa khusus signature coklat, baik itu hot maupun cold. Di gerai yg satu rasanya trlalu manis, pernah jg agak tawar. Harapan sy ke depannya ada semacam standar rasa yg kalo abis minum di gerai manapun bawaannya puas. Gitu deh 😉",2020-01-07 08:49:40
Pengguna Google,"Jelas, mudah, secure",2020-01-05 15:49:01
Pengguna Google,Sangat informatif dan membantu saya,2020-01-04 17:40:51
Pengguna Google,Ok memuaskan,2020-01-04 13:25:14
Pengguna Google,"Ini aplikasi ribet dari awal register, padahal applikasi lain yang lebih kompleks aja gak harus pakai special character buat password-nya dan itu yg nantinya membuat saat login lupa password paling sering ya karena special character dan uppercase/hurufbesar. Saya sdh coba berkali kali register alias sign up. Masa perintahnya card number or pin wrong. Padahal saya sangat yakin baca dan input 16 digit card number serta 8 digit security code (aplikasinya udh mengunci digit card num and sec code).",2020-01-04 07:21:43
Pengguna Google,"Kok saya tidak bisa sign up ya , pas pencet date of birth keluar sendiri??!!!",2020-01-02 18:58:23
Pengguna Google,Good,2020-01-02 07:46:37
Pengguna Google,Udah dpt kartu nya tapi susah banget masuk pasword @mail nya salah mulu padahal udah sesuai tapi tetep ga bisa,2020-01-01 08:40:51
Pengguna Google,Ok,2019-12-31 15:44:10
Pengguna Google,Mau daftar aja suruh bikin password nya susah minta ampun.. Busetttttt,2019-12-31 15:31:11
Pengguna Google,Bodoh apk.,2019-12-27 17:37:29
Pengguna Google,Love it,2019-12-27 13:12:17
Pengguna Google,"Kok saya enggak bisa sign in ya? Kode verifikasi nya belum dikirim terus, sudah 5 kali mencoba. Padahal email nya sudah di refresh bbrp kali tp kode verifikasi blm dikirim. Tlg tindak lnjt nya y.",2019-12-22 17:19:40
Pengguna Google,"topup saldo via aplikasi dipermudah dengan OVO,DANA atau GoPaY ,,inovasi lah masi jalan ditempat terus",2019-12-21 10:39:52
Pengguna Google,Kenapa saya download apliksi gak bs kebuka ya? Dan sy login by web juga gak bs2 apakah akun sy sdh exp?,2019-12-20 09:42:50
Pengguna Google,Mau sing up starbucks card di bagian tanggal lahir kok keluar sendiri ? Mohon bantuannya.,2019-12-17 19:47:30
Pengguna Google,ini si mempermudah nih udah gitu kalau rewards nya udh terkumpul dpt gartisannya hehee,2019-12-16 13:57:01
Pengguna Google,Okay bgt,2019-12-13 19:01:27
Pengguna Google,ga jls bikin password nya ga bisa eror terus ga jls bikin kesel...!!!!,2019-12-12 13:17:22
Pengguna Google,Cukup puass,2019-12-09 15:49:46
Pengguna Google,"Registrasi card nya kebanyakan eror, terus sudah jadi registrasi di web nya, terus mau login katanya email salah. Bikin pusing aja",2019-12-08 05:16:50
Pengguna Google,Waooooh..,2019-12-07 14:25:40
Pengguna Google,incredible,2019-12-04 18:32:44
Pengguna Google,Aplilasinya terhenti pd saat isi tgl lahir,2019-11-30 12:18:14
Pengguna Google,Susah daftarnya percuma beli kartu starbucks tp gak bisa lihat reward d aplikasi,2019-11-28 00:36:02
Pengguna Google,Oke,2019-11-27 18:43:25
Pengguna Google,Ribet bgt sama Bikin password 😔 dari sabar sampai emosi😌😣😏😒😤,2019-11-27 18:20:24
Pengguna Google,Aq dpt starbuck card tpi ga bsa di daftarin... huhuhu...setiap masukin birth of date a Automatically keluar system... Apakah berpengaruh dr OS atau jenis HP..? Tolong di bantu yaa...,2019-11-24 20:59:27
Pengguna Google,Mantap,2019-11-23 18:06:49
Pengguna Google,Best application,2019-11-22 11:01:45
Pengguna Google,Pelayanan vang prima,2019-11-17 10:48:27
Pengguna Google,"Beli & byar pake member card, tp reward poin gak ada yg masuk aneh. Apakah karna aplikasi log out (otomatis) trs?",2019-11-15 14:05:24
Pengguna Google,Sangat enak kopi nya,2019-11-13 08:40:00
Pengguna Google,Napa kok error ya,2019-11-12 19:33:55
Pengguna Google,Gd,2019-11-11 21:32:22
Pengguna Google,Okok,2019-11-08 21:41:44
Pengguna Google,Very good,2019-11-07 17:22:32
Pengguna Google,"Saya suka asian dolce latte, rasanya sesuai dengan selera anak muda, walaupun saya sudah berumur",2019-11-05 06:29:31
Pengguna Google,Wow,2019-11-04 14:54:58
Pengguna Google,Oke,2019-11-03 13:50:41
Pengguna Google,Ok,2019-10-31 22:52:09
Pengguna Google,Ok,2019-10-31 14:51:53
Pengguna Google,MANTAP,2019-10-31 12:33:29
Pengguna Google,"""Sayangnya server saat ini tidak tersedia atau sibuk, silakan coba lagi."" Tidak berguna. 👎",2019-10-30 14:52:45
Pengguna Google,Goid,2019-10-27 14:50:10
Pengguna Google,Ngga web ngga aplikasi susah banget buat log in hrs cek otp di email. Ribet.!,2019-10-27 12:27:08
Pengguna Google,ga bisa sign up,2019-10-26 16:36:48
Pengguna Google,good,2019-10-25 11:27:26
Pengguna Google,Ok,2019-10-24 11:28:26
Pengguna Google,ok,2019-10-24 09:49:57
Pengguna Google,Enak buat nongkrong,2019-10-21 19:01:18
Pengguna Google,Oke Puas Keren,2019-10-21 13:47:08
Pengguna Google,Tmpt paling Ok untuk meeting,2019-10-20 16:04:50
Pengguna Google,Why I can't sign in and sign up...damn !!!,2019-10-19 10:10:23
Pengguna Google,Dulu seneng banget bisa liat reward sekarang susah. Os yang dibawah 6.0 gabisa pake aplikasi sbux. Mungkin tim IT starbucks mesti di perbaiki. Harusnya mau os berapa aja bisa. Mengecewakan!!!,2019-10-17 21:37:51
Pengguna Google,Baik,2019-10-17 17:31:02
Pengguna Google,Oke,2019-10-17 06:51:24
Pengguna Google,Sturbucks is good,2019-10-16 17:22:36
Pengguna Google,Ga bs sign in ...trllu ribet sm passwordnya'ngebingungin..aneh,2019-10-14 21:38:07
Pengguna Google,Ok,2019-10-14 05:57:47
Pengguna Google,Seneeeng,2019-10-13 20:31:39
Pengguna Google,"Ok,saya senang kopi sturbuck",2019-10-11 22:31:19
Pengguna Google,Tidak bisa sign up ketika mau fill in date of birth,2019-10-11 17:01:16
Pengguna Google,Kenapa sekarang apk nya gak bisa di buka?,2019-10-10 14:50:33
Pengguna Google,Ok,2019-10-08 15:40:38
Pengguna Google,ga bisa sign up kombinasi password susah,2019-10-08 05:48:54
Pengguna Google,Good,2019-10-07 15:04:31
Pengguna Google,Bagus,2019-10-06 13:24:16
Pengguna Google,🖤🖤🖤🖤,2019-10-06 08:35:18
Pengguna Google,Good,2019-10-04 11:19:21
Pengguna Google,ok,2019-10-02 14:22:21
Pengguna Google,Starbuck good place to meet,2019-09-30 18:41:32
Pengguna Google,Starbucks tempat santai yg nyaman sambil minun makan,2019-09-29 21:03:05
Pengguna Google,good service and taste,2019-09-29 18:45:27
Pengguna Google,Mantap,2019-09-27 12:42:25
Pengguna Google,Great coffee,2019-09-25 18:28:34
Pengguna Google,Bagus,2019-09-23 20:08:01
Pengguna Google,Nice,2019-09-23 09:11:28
Pengguna Google,"aneh gabisa sign in padahal biasanya bisa, reward juga mendadak hilang, saldo juga menjadi 0 padahal seharusnya ada 100k lebih",2019-09-22 22:16:06
Pengguna Google,Nice coffee and its services,2019-09-22 18:56:56
Pengguna Google,Ok,2019-09-22 11:34:14
Pengguna Google,Minumanny enak...dan seru,2019-09-22 08:24:45
Pengguna Google,nice apps..!,2019-09-21 20:28:04
Pengguna Google,Mantab,2019-09-21 20:08:00
Pengguna Google,Mantap.,2019-09-21 10:53:35
Pengguna Google,Aneh saya enggak bisa kebuka aplikasinya si.udah berulang kali di hapus lalu di download tetep saya enggak bisa masuk ke aplikasinya,2019-09-21 01:35:06
Pengguna Google,"Maaf, kegunaan card nya itu apa ya ? Gak jelas banget... Udah di daftarkan, smpai apps nya sy download, bleh di cek saldo sy brp sy isi dan bs tiap hr sy minum coffe di starbucks, tapi point 1 pun gd muncul di apps sy... Maaf kbetulan kasir di 1 starbucks gk tau klu sy sdah download.. kliatan bnget itu kasir ngira sy bego. Jelasin dong apa kegunaan card nya... Spya dpt points ? Gd muncul points nya smpek detik ini 🤷",2019-09-20 21:13:03
Pengguna Google,Dari kemarin mau update kenapa ga bisa yah ? Padahal udah pake wifi atau jaringan seluler tapi loading terus menerus Saya jadi tidak bisa lihat bintang di kartu saya sudah berapa 😭,2019-09-20 17:54:39
Pengguna Google,Good,2019-09-20 16:20:30
Pengguna Google,Suka menggunakannya krn lebih mudah dan praktis,2019-09-20 12:00:30
Pengguna Google,Berikan bonus dong,2019-09-20 08:58:41
Pengguna Google,"Luar biasa, sangat membantu dan inovatif",2019-09-20 08:55:23
Pengguna Google,Mantap,2019-09-20 08:15:22
Pengguna Google,"Udah update, tapi ga bisa dibuka server selalu sibuk. Menyebalkan!!",2019-09-19 10:41:55
Pengguna Google,Siip,2019-09-19 06:28:18
Pengguna Google,Mantabz,2019-09-18 22:12:26
Pengguna Google,Ok,2019-09-18 11:29:31
Pengguna Google,Mantul,2019-09-17 12:38:07
Pengguna Google,ok,2019-09-15 18:51:29
Pengguna Google,Mantavv selalu ada promo everyday kereen go starbuck,2019-09-15 09:12:25
Pengguna Google,Ok,2019-09-15 08:49:57
Pengguna Google,Saya suka starbuck,2019-09-15 07:21:59
Pengguna Google,Good,2019-09-15 00:05:28
Pengguna Google,Mantapp,2019-09-14 23:52:59
Pengguna Google,Okey bgt,2019-09-14 16:58:46
Pengguna Google,MANTAB BON,2019-09-14 15:05:14
Pengguna Google,Good place,2019-09-14 14:35:12
Pengguna Google,"Susah login, setiap login wajib masukin user password jadi ribet kalo lupa...kombinasi password susah...kalo bisa dibuat sekali login and save password... Top up susah melalui m bangking Tetap semangat...",2019-09-14 13:35:08
Pengguna Google,Masokk,2019-09-14 11:54:10
Pengguna Google,Mantap jiwa,2019-09-14 11:50:45
Pengguna Google,"Cepat, bermanfaat",2019-09-14 11:04:45
Pengguna Google,Mantap,2019-09-14 09:47:48
Pengguna Google,Service good,2019-09-14 07:36:50
Pengguna Google,Bagus gak perlu repot bawa kartu..,2019-09-14 06:23:37
Pengguna Google,Okeeeee,2019-09-13 20:32:16
Pengguna Google,Membantu saat transaksi,2019-09-13 16:40:35
Pengguna Google,good,2019-09-13 10:51:43
Pengguna Google,Mantap,2019-09-13 09:30:37
Pengguna Google,Nice,2019-09-13 09:07:42
Pengguna Google,Baik,2019-09-13 05:16:53
Pengguna Google,Keren!!!,2019-09-13 05:02:17
Pengguna Google,👍👍👍,2019-09-13 01:00:41
Pengguna Google,Startbucks Mantul selalu kasih promo buy 1 get 1😘😘,2019-09-12 23:28:01
Pengguna Google,"Aplikasinya sangat membantu, gak harus bawa starbucks card kemana-mana, cukup scan barcode di appnya aja. Terus kita juga tau berapa starbucks reward kita 👍👍",2019-09-12 16:01:23
Pengguna Google,Good 👍,2019-09-12 14:40:58
Pengguna Google,good,2019-09-12 14:03:31
Pengguna Google,Good coffee,2019-09-12 13:45:06
Pengguna Google,Bagus dan mudah,2019-09-12 13:32:40
Pengguna Google,Terima kasih Starbuck,2019-09-12 13:23:58
Pengguna Google,Sudah bisa,2019-09-12 12:49:25
Pengguna Google,Good,2019-09-12 12:40:03
Pengguna Google,Nice,2019-09-12 11:19:47
Pengguna Google,Ok,2019-09-12 11:12:41
Pengguna Google,Luar biasa ....starbuck,2019-09-12 11:08:54
Pengguna Google,Best apps,2019-09-12 10:45:18
Pengguna Google,Is oke,2019-09-12 10:42:35
Pengguna Google,Banyak promo dan bonusnya,2019-09-12 10:13:48
Pengguna Google,Kerennnnnn,2019-09-12 09:55:52
Pengguna Google,👍🏿👍🏾👍🏼👌,2019-09-12 08:58:00
Pengguna Google,Mantap,2019-09-12 08:04:06
Pengguna Google,Sangat bagus. Pengunaan mudah.,2019-09-12 07:42:35
Pengguna Google,"Aplikasi ini sangat membantu customer Starbuck mendapat informasi mengenai produk, promo dan status membership.",2019-09-12 07:38:25
Pengguna Google,Nice,2019-09-12 07:32:02
Pengguna Google,Ok,2019-09-12 07:22:01
Pengguna Google,"Great Application! Go Ahead always,,",2019-09-12 06:55:18
Pengguna Google,cakeeeeeppppp,2019-09-12 06:06:09
Pengguna Google,Good,2019-09-12 01:48:28
Pengguna Google,Excellent aplikasi..,2019-09-11 23:28:14
Pengguna Google,credit card for register? i dont have credit card,2019-09-07 00:39:41
Pengguna Google,Bisa ga dimurahin dikit :V,2019-09-05 08:11:29
Pengguna Google,"Mau ngisi tanggal lahir..langsung app berhenti , uda diulangi 3x",2019-09-03 15:35:29
Pengguna Google,Ribet amat sih loginnya.,2019-08-30 21:47:08
Pengguna Google,Good and fast,2019-08-30 15:14:48
Pengguna Google,Top,2019-08-30 10:31:21
Pengguna Google,"Pada saat proses Sing up, input passwordnya di persulit. Sangat tidak membantu. Sudah beberapa kali coba tapi tetap gagal.",2019-08-30 08:56:59
Pengguna Google,Good Respon,2019-08-30 07:16:46
Pengguna Google,Puas,2019-08-27 04:10:43
Pengguna Google,Susah tau daftarnya pasukin paspon ya ribet tau,2019-08-25 14:31:28
Pengguna Google,Keseringan Promo Pertanda Harga Mulai Mahal,2019-08-23 23:11:18
Pengguna Google,Sering dapat reward...kereen,2019-08-20 09:13:36
Pengguna Google,sbuck is the best.,2019-08-19 15:11:40
Pengguna Google,alangkah,2019-08-19 14:52:41
Pengguna Google,recommended? exactly!,2019-08-17 09:48:25
Pengguna Google,minuman yg paling aq sukaa... hampir semuanya 👍👍👍👌,2019-08-16 10:27:41
Pengguna Google,"mei kmrn eror gk bs login,br jg brp bulan lancar skrg eror lg tiba2 singout sndiri gt..mw login email pass bnr gk mau..",2019-08-15 14:10:39
Pengguna Google,"sangat mudah dan cepat proses daftarnya, yang lemot dan gak bisa daftar berarti hp kelen kurang adanya jaringan internet😁",2019-08-14 21:42:28
Pengguna Google,kenapa keluar mulu sih pas ngisi data tanggal lahir??,2019-08-13 20:42:41
Pengguna Google,tidak bisa login. kode otp tidak pernah terkirim ke email.,2019-08-11 14:55:20
Pengguna Google,gimana cara masuknyaaaa heyy ku udah ganti kata sandi 3 kali biar bisa masuk tapi gabisaaa plis deh kaga usahh ribettt napa pusing aing tehh,2019-08-09 08:21:47
Pengguna Google,💪,2019-07-28 11:36:31
Pengguna Google,bikin paswordnya ribet bgt susah kalau lupa,2019-07-27 13:27:20
Pengguna Google,membernya suruh top up dulu... 😁,2019-07-27 00:12:05
Pengguna Google,susahhhhhh,2019-07-21 16:53:04
Pengguna Google,kenapa setiap mau masuk selalu force close...ampe lelah sy masukin nya....tolong di perbaiki...,2019-07-20 18:31:45
Pengguna Google,cool,2019-07-18 17:42:15
Pengguna Google,good,2019-07-17 23:21:53
Pengguna Google,Starbucks card sering error' Aplikasi Taek ketika rewards melimpah mesti error GxxxxL,2019-07-16 14:40:52
Pengguna Google,"kok gabisa sih,padahal number card dah bener dibilang salah",2019-07-11 12:21:39
Pengguna Google,sumpah nih aplikasi super ribet...mau daftar aja banyak permintaannya..Wajib ADA KARTU KREDIT disimpan di databasenya..mungkin mau dibuat carding ya datanya?! PADAHAL BISA PAKE OPSI PEMBAYARAN LAIN!!! TERLALU KAKU PERATURAN YG DIBUAT STARBUCKS KARENA GAK FLEKSIBEL PEMBAYARANNYA !!!,2019-07-11 09:17:08
Pengguna Google,keren,2019-07-09 21:11:24
Pengguna Google,kenapa saldo kartu sy ter top up sendiri? sy top up sekali tp setiap sy buka aplikasinya saldo sll bertambah tanpa sy top up,2019-07-05 21:51:36
Pengguna Google,good,2019-07-04 22:58:40
Pengguna Google,duh susah ya masukin nya padahal sudah masukin email nya tapi ko enga mau masuk ya mohon bantuan nya dong,2019-06-28 12:40:55
Pengguna Google,no. kartu yang diminta itu no. kartu apaan?,2019-06-28 11:55:25
Pengguna Google,knp susah bgt buat sign up?,2019-06-27 06:09:05
Pengguna Google,good,2019-06-27 02:22:17
Pengguna Google,kok gabisa kebuka ya apk nya,2019-06-26 22:37:51
Pengguna Google,good,2019-06-26 22:08:08
Pengguna Google,ribet,2019-06-26 22:01:48
Pengguna Google,mantabb,2019-06-26 21:55:26
Pengguna Google,bagus bangettt...keren,2019-06-26 21:33:54
Pengguna Google,suka banget! semoga makin banyak reward dan promosi,2019-06-26 20:10:54
Pengguna Google,im happy,2019-06-26 19:50:36
Pengguna Google,good,2019-06-26 18:11:23
Pengguna Google,cok,2019-06-23 15:41:03
Pengguna Google,ok,2019-06-19 20:55:38
Pengguna Google,sudah sering terlout sendiri tolong diperbaiki,2019-06-18 09:39:08
Pengguna Google,sangat berguna,2019-06-18 07:14:56
Pengguna Google,baik,2019-06-17 16:33:35
Pengguna Google,saya sdh pasang APLNY..tp g bisa k buka..mau daftar..kcw klo kaya gini..mau daftar keluar sndiri.,2019-06-16 23:19:56
Pengguna Google,"knp gak bsa sign up.. setiap mau input date birtday, langsung keluar.. gmn nch,,,?",2019-06-16 17:37:45
Pengguna Google,knapa susah bnget sih baru mw daftar doank password hrus begini bgtu...ribet,2019-06-16 10:42:43
Pengguna Google,Reward nya suka ga masuk,2019-06-15 16:41:24
Pengguna Google,kok ga bisa masuk sich?? padahal email dan passwordnya sdh benar. ada yg tahu ga kenapa seperti itu??,2019-06-11 22:39:46
Pengguna Google,udah daftar dan sudah bisa di gunakan kartunya kenapa pas masuk aplikasi gak bisa. mohon dijelaskan,2019-06-11 15:44:45
Pengguna Google,"gak bisa sign up, mau isi tgl lahir malah keluar2 mulu, app terhenti bla bla. mohon solusinya",2019-06-11 08:55:49
Pengguna Google,dr td di permasalahkam sola sandi,2019-06-10 21:34:13
Pengguna Google,"kenapa gak bisa masuk,pas mau isi data langsung keluar.",2019-06-09 10:57:53
Pengguna Google,"saya sudah sign in, email sama password udah bener ko masih kaga bisa si? tolong dong dibantu",2019-06-08 23:45:31
Pengguna Google,lebih cepat lebih baik,2019-06-08 14:08:06
Pengguna Google,"sudah bagus.. saran aja di bagian menu, merchandise-nya di update dong sama kasih info harganya juga..",2019-06-07 18:21:44
Pengguna Google,aku sk banget,2019-06-07 12:58:10
Pengguna Google,kenapa ngga bisa login ya?,2019-06-03 19:02:25
Pengguna Google,ok bgt,2019-06-03 16:50:37
Pengguna Google,good...,2019-06-03 12:28:42
Pengguna Google,hp ga di root di bilang root. perbaiki detector nya . Sy pke mbanking jg lanjay .,2019-06-03 05:04:40
Pengguna Google,ok,2019-05-30 22:00:12
Pengguna Google,lebih gampang,2019-05-30 18:33:39
Pengguna Google,siplah,2019-05-27 04:12:50
Pengguna Google,"Bagaimana nich sign in ga bisa invalid terus, padahal email sama pass sudah bener banget, sayang dah reward n point gw, hadeh tolong dunk dibenerin lagi nich apk, geje",2019-05-26 10:45:59
Pengguna Google,"saya tidak bisa sign in. padahal email password sudah benar, dan sudah diganti.. masih tidak bisa masuk.. mohon bantuan nya🙏",2019-05-21 00:19:31
Pengguna Google,susah amat masukny padahal aku sudah buat no id tp katany tidak benar. mohon pencerahannya.,2019-05-18 22:15:26
Pengguna Google,saya suka,2019-05-18 16:33:44
Pengguna Google,bagus bermanfaat,2019-05-17 23:16:22
Pengguna Google,tolong donk bisa topup card pakai mbanking dgn minimal nominal nya di bawah 100k,2019-05-17 07:18:13
Pengguna Google,minta tolong nih kenapa disuruh masukin kode otp nya ?,2019-05-16 20:03:37
Pengguna Google,baru instal tp gk bisa msk,2019-05-14 14:27:29
Pengguna Google,Error sign up melulu,2019-05-14 09:56:41
Pengguna Google,cool,2019-05-09 21:42:34
Pengguna Google,mau tulis tanggal lahir malah keluar trus capek deh,2019-05-09 16:13:13
Pengguna Google,good job,2019-05-09 15:37:12
Pengguna Google,sign up ga bs dgn alsn pasword email???,2019-05-07 23:14:46
Pengguna Google,"aplikasi gaje, masuk via browser bisa tp via aplikasi malah invalid",2019-05-05 17:41:12
Pengguna Google,"oke banget ni,",2019-05-05 14:09:00
Pengguna Google,oke,2019-05-05 11:28:38
Pengguna Google,keren,2019-05-04 18:23:50
Pengguna Google,input tgl lhir ja g bs ..kluar aplikasi,2019-05-04 14:11:30
Pengguna Google,ini security codenya gimana kak?,2019-05-03 19:31:42
Pengguna Google,Oke banget!,2019-05-03 14:23:59
Pengguna Google,uda download mala nga bisa reg berulang2 gagal terus gimana nih,2019-05-03 13:32:00
Pengguna Google,good aplication,2019-05-03 09:42:42
Pengguna Google,👍👍👍👍,2019-05-03 07:18:24
Pengguna Google,"kasih 3 * dulu, top up pakai cc sudah nga bisa, bisanya pakai debit or cash di kasir ora mantap!!! 🤔untung reward masih banyak, jd bisa minum gratissss😁😁",2019-05-01 22:20:20
Pengguna Google,Excellent!,2019-05-01 19:03:44
Pengguna Google,great,2019-05-01 16:23:18
