Ulasan,stemming,Learnability,Efficiency,Errors,Satisfaction
Aplikasi gjls pas daftar malah keluar sendiri,"['aplikasi', 'gjls', 'pas', 'daftar']",0,0,-1,-1
Bagus,['bagus'],0,0,0,1
Bagus,['bagus'],0,0,0,1
"dapat promo 1 rupiah tapi disuruh top up dulu, yah sama saja dong","['promo', 'rupiah', 'suruh', 'top', 'up']",0,0,-1,-1
"Kenapa saya tidak bisa memasukkan birthdate ya? Mohon bantuannya!!! (sip pelayanan responnya, udh naik 5) terimakasih","['masuk', 'birthdate', 'bantu', 'sip', 'layan', 'responnya', 'terimakasih']",0,0,-1,1
Gabisa registrasi parah banget,"['enggak bisa', 'registrasi', 'parah', 'banget']",0,0,-1,0
Bagaimana cara registrasi digital cardnya??? Saya tidak tau nomor card saya Makasih,"['registrasi', 'digital', 'cardnya', 'nomor', 'card', 'terima kasih']",-1,0,0,0
Hapsari drama Putri 27,"['hapsari', 'drama', 'putri']",0,0,0,0
"Gak bisa2 nih dr td sign in , payahh","['sign', 'payah']",0,0,-1,-1
1 aja ya,[],0,0,0,-1
Good,[],0,0,0,1
Maaf ini passwordnya susah banget mau confirm,"['maaf', 'passwordnya', 'sulit', 'banget', 'confirm']",0,0,-1,0
"Restoran terburuk yg pernah gw liat melakukan diskriminasi terhadap driver gojek tak boleh menunggu pesanan di dalam resto, apakah kami para driver ini bkn manusia kami ini beli bukan minta anda ga tau prinsip dagang pembeli adalah raja anda mau untung dari kami para driver tp ga boleh nunggu di dalam restoran dan suruh km di luar ja hrsnya anda malu...","['restoran', 'buruk', 'diskriminasi', 'driver', 'gojek', 'tunggu', 'pesan', 'resto', 'driver', 'manusia', 'beli', 'prinsip', 'dagang', 'beli', 'raja', 'untung', 'driver', 'tunggu', 'restoran', 'suruh', 'malu']",0,0,0,0
"Dari pertama saya download, saya gk bisa sign up, waktu di bagian mengisi tanggal lahir selalu langsung keluar apk. Sudah berkali-kali saya coba tetap gk bisa. :(","['download', 'sign', 'up', 'isi', 'tanggal', 'lahir', 'apk', 'berkalikali', 'coba']",0,0,-1,0
Ruwet slalu lockout trus pass lupa..tolong usahakan gak pake angka2 ato apa biar gak bingung slalu spt ini,"['ruwet', 'lockout', 'pas', 'lupatolong', 'usaha', 'pakai', 'angka', 'bingung']",-1,0,-1,-1
Dipermudah,['mudah'],1,0,0,0
Oke sih.. Cm agak ribet pas bkin pasword ny aja..,"['ribet', 'pas', 'pasword']",-1,0,0,1
"Sampah, ga boleh salah masuk app","['sampah', 'salah', 'app']",0,0,0,-1
Ini ko ga bisa sign in ya,['sign'],0,0,-1,0
Lalot,['lalot'],0,0,0,-1
Ok,[],0,0,0,1
"Sekarang udah ga asik sama aplikasi ini, topup ga bisa pakai voucher map, pakai cc jg ga bisa, cuma bisa debit, klo online dikit doang virtual akun nya. Kartu mati klo ga digunakan 6bln walau msh ad saldo, reward berlaku 6bln tok, Payahhh payahhh..makin pelittttttt. Mungkin keuntungan mereka makin dikit kali ya setelah kehadiran byk tempat ngopi yang lebih bagus.","['aplikasi', 'topup', 'pakai', 'voucher', 'map', 'pakai', 'debit', 'online', 'dikit', 'doang', 'virtual', 'akun', 'kartu', 'mati', 'saldo', 'reward', 'laku', 'payah', 'payahhmakin', 'pelitt', 'untung', 'dikit', 'hadir', 'ngopi', 'bagus']",0,0,-1,-1
"Untuk Starbucks Big Mall, tolong semua pekerja nya Profesional dalam bekerja. Apalagi terhadap Diver Online / Ojol, jangan terlalu Diskriminasi. Karena sebelum Orderan Driver Ojol ambil di Resto Kalian, uang dalam Saldo Driver sudah dipotong belanjaan di Aplikasi Starbucks. Kami para Driver bekerja lebih Profesional daripada Kalian. Cam kan itu atau lebih baik Tutup aja Aplikasi kalian di GRAB.","['starbucks', 'big', 'mall', 'tolong', 'kerja', 'profesional', 'diver', 'online', 'ojol', 'diskriminasi', 'order', 'driver', 'ojol', 'ambil', 'resto', 'uang', 'saldo', 'driver', 'potong', 'belanja', 'aplikasi', 'starbucks', 'driver', 'profesional', 'tutup', 'aplikasi', 'grab']",0,0,0,0
susah didownload,"['sulit', 'didownload']",0,0,-1,-1
Perlunya fitur penarikan saldo ke bank juga. atau transfer antar card. thanks,"['fitur', 'tari', 'saldo', 'bank', 'transfer', 'card', 'thanks']",0,0,-1,0
Kenapa saya tidak bisa daftar padahal saya baru saja dapat member card nyaaa,"['daftar', 'member', 'card']",0,0,-1,0
aplikasi bagus,"['aplikasi', 'bagus']",0,0,0,1
Susah login aplikasi jeleeeeek,"['sulit', 'login', 'aplikasi', 'jeleek']",0,0,-1,-1
maju terus,['maju'],0,0,0,1
"Kak apakah kartu lama (sudah kadaluarsa) saldo bisa di pindahkan ke kartu starbucks yang baru yg sudah aku daftarkn? Klw bisa, Gimana caranya ya","['kartu', 'kadaluarsa', 'saldo', 'pindah', 'kartu', 'starbucks', 'daftarkn']",-1,0,0,0
Kenapa kok susah masukin password nya padahal udah bener kasih jawaban ya,"['sulit', 'masuk', 'password', 'kasih']",0,0,-1,0
"Ko invalid phone number terus.. tiap minta OTP.. benerin lah masa punya nama besar, aplikasiny bobrok","['invalid', 'phone', 'number', 'otp', 'benerin', 'nama', 'aplikasiny', 'bobrok']",0,0,-1,0
"Akun saya terlogout. Saya lupa pass, terus reset. Tiap ganti pass baru selalu tulisannya ""reset pass failure. Please try again"" padahal penulisan pass baru sudah sesuai. Jadi gimana sy mau cek kartu sayaaaa????","['akun', 'terlogout', 'lupa', 'pas', 'reset', 'ganti', 'pas', 'tulis', 'reset', 'pas', 'failure', 'try', 'tulis', 'pas', 'sesuai', 'cek', 'kartu']",0,0,-1,0
Saya kasih 3 dulu semoga kedepannya sistem dan pengoperasiannya berjalan dengan normal,"['kasih', 'moga', 'depan', 'sistem', 'operasi', 'jalan', 'normal']",0,0,0,-1
"reset password gagal terus, gak bs reset","['reset', 'password', 'gagal', 'reset']",0,0,-1,0
cool!,['cool'],0,0,0,1
"Registrasi sih gampang, cuma pas login susah bgt. Tolong dong sistemnya di perbaiki. Kan udah punya nama yg gede nih, masa ngurus aplikasi aja ga becus. Terimakasih","['registrasi', 'gampang', 'pas', 'login', 'sulit', 'banget', 'tolong', 'sistem', 'baik', 'nama', 'urus', 'aplikasi', 'becus', 'terimakasih']",1,0,-1,0
👌👍,[],0,0,0,1
T O P,[],0,0,0,1
Sulit mendaftar. Password susah. Otp tidak terkirim. Aplikasi eror ketika memasukkan tanggal lahir. Payah,"['sulit', 'daftar', 'password', 'sulit', 'otp', 'kirim', 'aplikasi', 'eror', 'masuk', 'tanggal', 'lahir', 'payah']",-1,0,-1,-1
Very good,['very'],0,0,0,1
Log in mau masukin code isi otomatis tp tetap tidak bisa..mohon bantuannya,"['log', 'masuk', 'code', 'isi', 'otomatis', 'bisamohon', 'bantu']",0,0,-1,0
User friendly,"['user', 'friendly']",1,0,0,1
"App starbucks membuat kita lebih efektif&efisien. Tetapi, kenapa kalau ada versi baru harus selalu didownload kalau tidak app starbucks jd tdk bisa terbuka.","['app', 'starbucks', 'efektifefisien', 'versi', 'didownload', 'app', 'starbucks', 'buka']",0,1,-1,0
Saya kesulitan Ngaktifkan kembali aplikasi ini Tdk Sinkrons invalid terus Kapan bisa Validnya Padahal Emailku sudah Benar,"['sulit', 'ngaktifkan', 'aplikasi', 'sinkrons', 'invalid', 'valid', 'email']",0,0,-1,0
Aku baru mau daftar tapi nomor telfonku disitu invalid. Kenapa begitu?,"['daftar', 'nomor', 'telfonku', 'situ', 'invalid']",0,0,-1,0
Poin saya hangus begitu saja gk ada tenor perpanjangan,"['poin', 'hangus', 'tenor', 'panjang']",0,0,-1,0
tidak bisa input otp kode pas udah selesai registrasi gimana ya,"['input', 'otp', 'kode', 'pas', 'selesai', 'registrasi']",0,0,-1,0
"Sudah daftar, mau login.. Otp sdh Terima d email.. Tapi g bisa d masukkan k app.. Agak sebel","['daftar', 'login', 'otp', 'terima', 'email', 'masuk', 'app', 'sebel']",0,0,-1,-1
"Starbucks indonesia mohon perbaiki sistemnya , saya tidak bisa login dengan email yg sama padahal Saldo saya masih banyak di akun tersebut sekitar 200k. Mohon konfirmasi nya terimakasih.","['starbucks', 'indonesia', 'baik', 'sistem', 'login', 'email', 'saldo', 'akun', 'konfirmasi', 'terimakasih']",0,0,-1,0
"Starbucks Indonesia "" Best ""","['starbucks', 'indonesia', 'best']",0,0,0,1
Great,['great'],0,0,0,1
Udh sign up mau sign in malah katanya email dan pass salah pdhl udh bener..hadeuhh sekelas starbuck bsa bgini,"['sign', 'up', 'sign', 'email', 'pas', 'salah', 'benerhadeuhh', 'kelas', 'starbuck']",0,0,-1,-1
Good,[],0,0,0,1
Baik,[],0,0,0,1
Bagus,['bagus'],0,0,0,1
keren,['keren'],0,0,0,1
Nn,['nn'],0,0,0,0
"Setelah update, malah saldo saya hilang semua di account starbuck, gimana ini krn posisi sy di luar kota dan tdk ada starbuck di wilayah saya, jd sy tdk pernah pake kecuali pas di jakarta/jawa, pas covid begini, malah saldo hilang 200rbuan. Gimana tanggung jawabnya? Kapok lah isi2 saldo lagi next time, sy ga pake lagi, kayak ga ada kopi lain yg enak saja, semena2","['saldo', 'hilang', 'account', 'starbuck', 'posisi', 'kota', 'starbuck', 'wilayah', 'pakai', 'kecuali', 'pas', 'jakartajawa', 'pas', 'covid', 'saldo', 'hilang', 'rbuan', 'tanggung', 'kapok', 'isi', 'saldo', 'next', 'time', 'pakai', 'kopi', 'semena']",0,0,-1,-1
Sangat baik Pelayanan nya di starbuck bni,"['layan', 'starbuck', 'bni']",0,0,0,0
good,[],0,0,0,1
tidak bisa membuat password,['password'],0,0,-1,0
"seharusnya ADA promo dan di notif kepada member, jangan cuma dari LINE saja","['promo', 'notif', 'member', 'line']",0,0,-1,0
Rizky Kurniawan,"['rizky', 'kurniawan']",0,0,0,0
"nyammi, bersih, terjamin , enak puooll","['nyammi', 'bersih', 'jamin', 'puooll']",0,0,0,0
Kok ga bisa masuk?,[],0,0,-1,0
"Sangat mengecewakan , sering kali keluar dengan sendirinya ketika dibuka setengah mati untuk masuk kembali .","['kecewa', 'buka', 'mati']",0,0,-1,-1
Ga bisa sign in padahal password sama email bener. Ada peringatan salah password atau email. Udah 2 hari sign in ga bisa,"['sign', 'password', 'email', 'ingat', 'salah', 'password', 'email', 'sign']",0,0,-1,0
Aplikasi yang mempermudah member mengetahui banyak reward yang telah diberikan. Tempat ngopi terfavorit.,"['aplikasi', 'mudah', 'member', 'reward', 'ngopi', 'favorit']",0,1,0,0
Mantul,['mantul'],0,0,0,1
Aku baru mau aktifin baru kok ga masuk masuk ya ke email untuk kode nya ???,"['aktifin', 'email', 'kode']",0,0,-1,0
Lama londingnya,['londingnya'],0,0,-1,0
tolong min di starbucks dan mogot karirnya ada yg judes saya kurang nyaman untuk memesan minuman/makanan,"['tolong', 'starbucks', 'mogot', 'karirnya', 'judes', 'nyaman', 'mes', 'minumanmakanan']",0,0,0,0
Susah banget loginnnya binggungin juga,"['sulit', 'banget', 'loginnya', 'binggungin']",-1,0,-1,0
Still don't get it how use this app,"['still', 'dont', 'get', 'how', 'use', 'this', 'app']",-1,0,0,0
Ribet loginnya..passwordnya lamaa,"['ribet', 'loginnyapasswordnya', 'lamaa']",-1,0,-1,0
Gak bisa bikin password... Dan ga mau ke submit pdhl password nya udah kombinasi huruf besar huruf kecil sama angka tp tetep ga isa.. Tolong dong diperbaiki aplikasinya.. Thanks.,"['password', 'submit', 'password', 'kombinasi', 'huruf', 'huruf', 'angka', 'isa', 'tolong', 'baik', 'aplikasi', 'thanks']",0,0,-1,0
mau sign up gabisa bisa karna pas mau masukin tgl lahir malah keluar dr app terus2an,"['sign', 'up', 'enggak bisa', 'pas', 'masuk', 'tanggal', 'lahir', 'app', 'terus']",0,0,-1,0
Kode tidak kunjung d kirim lewat Email Payah!!!,"['kode', 'kunjung', 'kirim', 'email', 'payah']",0,0,-1,-1
Gumana sii cra bikin kata sandinyah susah bngt ?,"['gumana', 'cra', 'sandinyah', 'sulit', 'banget']",-1,0,-1,0
"Kurang canggih. Utk install apps ini, play store nya harus di negara bersangkutan. Jika punya kartu dari negara lain, tidak bisa install apps karena harus ganti login ke negara tersebut. Lebih baik lagi jik 1 apps bisa handle semua negara. Atau spt fast food yg dpn nya M, apps antara ID dan SG beda, tapi utk install apps SG, saya tdk perlu login di google play SG.","['canggih', 'install', 'apps', 'play', 'store', 'negara', 'sangkut', 'kartu', 'negara', 'install', 'apps', 'ganti', 'login', 'negara', 'jik', 'apps', 'handle', 'negara', 'fast', 'food', 'apps', 'id', 'snapgram', 'beda', 'install', 'apps', 'snapgram', 'login', 'google', 'play', 'snapgram']",0,0,-1,-1
Susah banget bikin password doang. Uninstal ajade!!!,"['sulit', 'banget', 'password', 'doang', 'uninstal', 'ajade']",0,0,-1,0
Sering eror.. Aneh.. Jd g bsa byr dgn uang yg di aplikasi.....,"['eror', 'aneh', 'byr', 'uang', 'aplikasi']",0,0,-1,0
Id saya terblokir bagaimana ini,"['id', 'blokir']",0,0,-1,0
App tidak bisa di buka pada tgl 5 maret 2020,"['app', 'buka', 'tanggal', 'maret']",0,0,-1,0
Tidak dapat di gunakan di android,['android'],0,0,-1,0
kok saya tidak bisa masuk ya? saya sudah masukan dengan benar,['masuk'],0,0,-1,0
dengan ini saya mendapat bintang Starbucks Coffee. THE BESTT!!!,"['bintang', 'starbucks', 'coffee', 'bestt']",0,0,0,1
Terkendala pasword padahal d app lain ok aj,"['kendala', 'pasword', 'app']",0,0,-1,0
Ok,[],0,0,0,1
"Bugs when Sign Up on Birth Date information, kindly fixing soon","['bugs', 'when', 'sign', 'up', 'birth', 'date', 'information', 'kindly', 'fixing', 'soon']",0,0,-1,0
Gawe kaga tiba tiba sibuk servernya.,"['gawe', 'sibuk', 'servernya']",0,0,-1,0
Ga bisa login nih.. Aplikasi paan nih?,"['login', 'aplikasi', 'paan']",0,0,-1,0
Pelayanan nya ok .,['layan'],0,0,0,1
Good,[],0,0,0,1
"Gagal terus pas mau sign up, pas di date of birth selalu keluar mulu","['gagal', 'pas', 'sign', 'up', 'pas', 'date', 'birth', 'mulu']",0,0,-1,0
"App yg sangat membantu untukq pembelian dan promo"" SB .. Good apps","['app', 'bantu', 'untukq', 'beli', 'promo', 'sb', 'apps']",0,1,0,1
Kalo mau beli tumblernya bisa di app ini ga?,"['beli', 'tumblernya', 'app']",-1,0,0,0
Saya suka sama aplikasinya 👍,"['suka', 'aplikasi']",0,0,0,1
Simple but helpful,"['simple', 'helpful']",0,1,0,1
"Sangat payah buat pasword , ribet dan gak bekerjasama , toh pasword suka kita yg buat, ini harus tu harus tambah ini seperti ini itu, dan akhirnya karna tidak berhasil saya uinstall","['payah', 'pasword', 'ribet', 'bekerjasama', 'pasword', 'suka', 'hasil', 'uinstall']",0,0,-1,0
Tolong di perbaiki bug yg terjadi ketika ingin sign up. Selalu force close atau crash ketika ingin mengisi kolom date of birth,"['tolong', 'baik', 'bug', 'sign', 'up', 'force', 'close', 'crash', 'isi', 'kolom', 'date', 'birth']",0,0,-1,0
Ok,[],0,0,0,1
Register via web alwys crash.. Force close apps,"['register', 'via', 'web', 'alwys', 'crash', 'force', 'close', 'apps']",0,0,-1,0
Saya gak bisa sign up:(katanya password-nya eror trus:(,"['sign', 'upkatanya', 'passwordnya', 'eror']",0,0,-1,0
Mau ganti paswword karean lupa ehh pas kirim email koq gk ada belsan dari sturbucks ny y,"['ganti', 'paswword', 'karean', 'lupa', 'pas', 'kirim', 'email', 'belsan', 'sturbucks']",0,0,-1,0
Ok,[],0,0,0,1
❤️,[],0,0,0,1
Mengapa sekarang tidak bisa topup pake kartu kredit Visa/mastercard...????,"['topup', 'pakai', 'kartu', 'kredit', 'visamastercard']",0,0,-1,0
good,[],0,0,0,1
Bagus,['bagus'],0,0,0,1
"Kemarin2 bisa masuk. Sekarang kenapa di password nya ga bener terus ya. Sudah ke email ganti juga. Kayaknya sistem password nya ngaco. Baru kali ini begini, sudah beberapa hari","['kemarin', 'password', 'email', 'ganti', 'kayak', 'sistem', 'password', 'aco']",0,0,-1,0
Kok di hp gw sony xperia M4 aqua ga bs ya? Padahal sebelumnya bisa.. Huft,"['handphone', 'sony', 'xperia', 'aqua', 'huft']",0,0,-1,-1
Good,[],0,0,0,1
asyiik n Nikmat,"['asyiik', 'nikmat']",0,0,0,0
"Setelah di update tampilan gk enak banget, keyword nya naik2 nutupin beranda. Dan tiap mo buka aplikasi selalu diminta passcode. Ribet. Msh enak system yg kemarin.","['tampil', 'banget', 'keyword', 'tutup', 'beranda', 'buka', 'aplikasi', 'passcode', 'ribet', 'system', 'kemarin']",0,0,-1,0
Nongkrong asik,['nongkrong'],0,0,0,0
Ok,[],0,0,0,1
ok,[],0,0,0,1
"Mau signin dan diminta code verifikasi via email, tp tidak dikirim2 codenya. Sudah dicoba minta kirim ulang beberapa kali, hasilnya nihil..","['signin', 'code', 'verifikasi', 'via', 'email', 'kirim', 'codenya', 'coba', 'kirim', 'ulang', 'hasil', 'nihil']",0,0,-1,0
"Npa minta lg download versi terbaru,, tp kok ngga bs trus ya??udah isi email dan password","['npa', 'download', 'versi', 'baru', 'yaudah', 'isi', 'email', 'password']",0,0,-1,0
senang dan cepat dlm mengumpulkan poin.jadi smangat utk mendapt at reward..Thx jg uda diberi b day cake.,"['senang', 'cepat', 'kumpul', 'poinjadi', 'semangat', 'mendapt', 'rewardthx', 'day', 'cake']",0,1,0,1
Buat apa ada aplikasi dan Starbucks card kalau sering offiline udah isi saldo jarang bisa dipakai :) Jadi harus debit atau cash :)),"['aplikasi', 'starbucks', 'card', 'offiline', 'isi', 'saldo', 'jarang', 'pakai', 'debit', 'cash']",0,0,-1,-1
Ok,[],0,0,0,1
Aplikasi keluar sendiri dan di coba masuk berulang kali g bisa.. padahal baru isi saldo lumayan.. gimana nich.. masa uang saya g bisa di pake dan hangus .,"['aplikasi', 'coba', 'ulang', 'isi', 'saldo', 'lumayan', 'uang', 'pakai', 'hangus']",0,0,-1,0
"Dr pertama registrasi susah banget buat loginnya berusaha trus smpai bisa, ketika sudah bs malah logout dgn sendirinya trs masuk ataun sign up malah ga bisa2 trs.. Kesell bgt mnta buat password bru ttp aja susah.. Bikin emosi👎👎👎","['registrasi', 'sulit', 'banget', 'loginnya', 'usaha', 'logout', 'ataun', 'sign', 'up', 'kesell', 'banget', 'password', 'sulit', 'emosi']",0,0,-1,-1
"Saya sangat suka dengan aplikasi yg di berikan, namun kenapa ya setelah di update malah tidak bisa terbuka kembali? Selalu ada pembeeitahuan maintenance padahal sudah di update. Mohon infonya. Terima kasih.","['suka', 'aplikasi', 'buka', 'pembeeitahuan', 'maintenance', 'info', 'terima', 'kasih']",0,0,-1,0
I can log in now after the new apps operated fully. Thank you..,"['log', 'now', 'after', 'new', 'apps', 'operated', 'fully', 'thank']",0,0,1,0
Tambahin byk promo,"['tambah', 'promo']",0,0,-1,0
Tiada hari tanpa starbucks..kopinya hmmm,"['tiada', 'starbuckskopinya']",0,0,0,0
Good service,['service'],0,0,0,1
"Abis di minta untuk upgrade, setelah udah aku upgrade harus login ulang, tapi email untuk no OTP nggak masuk ke email. Saya harus bagaimana?","['habis', 'upgrade', 'upgrade', 'login', 'ulang', 'email', 'otp', 'email']",0,0,-1,0
Susah untuk log in padahal sudah sign up Password nya juga susah buatnya,"['sulit', 'log', 'sign', 'up', 'password', 'sulit', 'buat']",0,0,-1,0
Very good,['very'],0,0,0,1
Nice,['nice'],0,0,0,1
Good,[],0,0,0,1
Nyaman buat nongkrong maniz sama keluarga,"['nyaman', 'nongkrong', 'maniz', 'keluarga']",0,0,0,0
Aneh gak bisa kirim kode otp di sms. Padahal no nya sesuai.hhhh buat apa instal ginian. Bagusan aplikasi toko sebelah F*re coffe,"['aneh', 'kirim', 'kode', 'otp', 'sms', 'sesuaihh', 'instal', 'bagus', 'aplikasi', 'toko', 'belah', 'fre', 'coffe']",0,0,-1,0
"Mau daftar tp ""failed to send OTP via SMS"", knp ya?","['daftar', 'failed', 'send', 'otp', 'via', 'sms']",0,0,-1,0
Bagaimana menambah poin jika saya pesan lewat aplikasi ojek online? Mohon dijawab,"['tambah', 'poin', 'pesan', 'aplikasi', 'ojek', 'online']",-1,0,0,0
Mantap,['mantap'],0,0,0,1
Hii Sturbuck.. Sy sudah berhasil SignUp. Tetapi saat mau Signin knp email dn passwd selalu gagal dengan reason email dan pass tidak match. Please di bantu,"['hii', 'sturbuck', 'hasil', 'signup', 'signin', 'email', 'passwd', 'gagal', 'reason', 'email', 'pas', 'match', 'bantu']",0,0,-1,0
mau login di hp pas uda masukan email dan password nya kan ada di send otp di email pas kita buka email buat liat otp nya dan balik ke aplikasi sbux malah keluar lagi.. gimana mau login balik klo gitu terus 😭,"['login', 'handphone', 'pas', 'masuk', 'email', 'password', 'send', 'otp', 'email', 'pas', 'buka', 'email', 'otp', 'aplikasi', 'sbux', 'login']",0,0,-1,0
Mempermudah cek reward. Thx,"['mudah', 'cek', 'reward', 'thx']",0,1,0,0
Ada bug di register form bagian date birth. Force close,"['bug', 'register', 'form', 'date', 'birth', 'force', 'close']",0,0,-1,0
Menu2 nya gampang di mengerti. Tidak bertele2.,"['menu', 'gampang', 'erti', 'tele']",1,0,0,0
Mantap 👍,['mantap'],0,0,0,1
Great 👍👍👍👍👍,['great'],0,0,0,1
Saya senang pelayanan di starbucks Bg.Juntion Surabaya..very good 😎,"['senang', 'layan', 'starbucks', 'bgjuntion', 'surabayavery']",0,0,0,0
Ok.. banyakin promo2 nya,"['banyak', 'promo']",0,0,1,0
Nice,['nice'],0,0,0,1
Very good,['very'],0,0,0,1
Good program.....,['program'],0,0,0,1
Kalo bisa jgn ada biaya admin,"['biaya', 'admin']",0,0,0,0
Ok good,[],0,0,0,1
Jelek banget apk nya,"['jelek', 'banget', 'apk']",0,0,0,-1
"Sudah ganti password dan ""match"" tapi tetap tdk bisa sign in karena email dan password tdk sesuai (failure) :(. Padahal alamat email udah oke dan password sdh memenuhi syarat!","['ganti', 'password', 'match', 'sign', 'email', 'password', 'sesuai', 'failure', 'alamat', 'email', 'password', 'penuh', 'syarat']",0,0,-1,0
Jadi lebih mudah untuk bertransaksi,"['mudah', 'transaksi']",0,1,0,0
Good,[],0,0,0,1
Nyaman dengan sajian caffee nya,"['nyaman', 'saji', 'caffee']",0,0,0,0
Very usefull,"['very', 'usefull']",0,1,0,1
lebih hemat pakai starback aplikasi,"['hemat', 'pakai', 'starback', 'aplikasi']",0,1,0,1
Ok,[],0,0,0,1
Good,[],0,0,0,1
Cukup membantu,['bantu'],0,0,0,1
Bagus....,['bagus'],0,0,0,1
bagus si aplikasi.starbuck cuman dh brp.hr ini ko aplikasi mengalami gangguan tolong d perbaiki donk mo beli pke aplikasi by reward jd gk bsa nih,"['bagus', 'aplikasistarbuck', 'cuman', 'brphr', 'aplikasi', 'alami', 'ganggu', 'tolong', 'baik', 'beli', 'pakai', 'aplikasi', 'reward']",0,0,-1,1
"pengguna baru belum optimal dalam penggunaan, tetapi dari hasil penggunaan saat awal dan melihat aplikasinya lumayan bagus mudah, juga ada beberapa promonya yang cukup menarik mudah-mudahan akan terus dilakukan peningkatan khususnya kualitas layanan, promosi juga inovasi baru untuk aplikasinya juga promo-promonya yang lebih menarik","['guna', 'optimal', 'guna', 'hasil', 'guna', 'aplikasi', 'lumayan', 'bagus', 'mudah', 'promonya', 'tarik', 'mudahmudahan', 'tingkat', 'kualitas', 'layan', 'promosi', 'inovasi', 'aplikasi', 'promopromonya', 'tarik']",1,0,1,0
Tidaak bisa di buka Akun susah masuk,"['tidaak', 'buka', 'akun', 'sulit']",0,0,-1,0
Goood...,[],0,0,0,1
Kenapa udh di update ngga bisa di buka aplikasi sya,"['buka', 'aplikasi']",0,0,-1,0
Sangat membantu,['bantu'],0,1,0,1
"Baru pakai card & baru pertama kali tukar star, ee system sdh down...top up jg tidak bisa. Gimana ini starbuck padahal hari ini batas terakhr sy bisa rendeem? Bisa hangus dunk star sy","['pakai', 'card', 'tukar', 'star', 'system', 'downtop', 'up', 'starbuck', 'batas', 'terakhr', 'rendeem', 'hangus', 'star']",0,0,-1,0
Good,[],0,0,0,1
Good job,['job'],0,0,0,1
Oke bgt,['banget'],0,0,0,1
Good,[],0,0,0,1
Tidak ada standar rasa manis di tiap2 gerainya. Beli java chip di gerai ini dan gerai itu beda manisnya. Ada yang manis bgt. Ada yang kurang manis.,"['standar', 'manis', 'gerai', 'beli', 'java', 'chip', 'gerai', 'gerai', 'beda', 'manis', 'manis', 'banget', 'manis']",0,0,0,0
"Poin nya di tambah dong,buat para driver onlene kalo blanja di starbucks","['poin', 'dongbuat', 'driver', 'onlene', 'blanja', 'starbucks']",0,0,-1,0
Disuruh update aplikasi..giliran di update malah down app nya.. Aku kasih bintang 5 kalo sistem nya sudah diperbaiki,"['suruh', 'aplikasigiliran', 'down', 'app', 'kasih', 'bintang', 'sistem', 'baik']",0,0,-1,0
saya tambahin jd bintang 5 kalau bisa topup lewat aplikasi ini lgsg pakai kartu debit/kredit.....,"['tambah', 'bintang', 'topup', 'aplikasi', 'pakai', 'kartu', 'debitkredit']",0,0,1,0
Semangat utk semuanya REKAN2 SUKSES.,"['semangat', 'rekan', 'sukses']",0,0,0,1
Applikasi ini susah dalam regristrasi dan untuk kartu saya yg tidak memiliki barcode pada kartunya praktis applikasi ini hanya bisa di gunakan untuk topup,"['aplikasi', 'sulit', 'regristrasi', 'kartu', 'milik', 'barcode', 'kartu', 'praktis', 'aplikasi', 'topup']",0,0,-1,0
Pelayanan nya mantap n murah senyum,"['layan', 'mantap', 'murah', 'senyum']",0,0,0,0
👍👍👍,[],0,0,0,1
Ok,[],0,0,0,1
Nice,['nice'],0,0,0,1
Baik sekalu,['sekalu'],0,0,0,1
Ok lah,[],0,0,0,1
Love Banget,"['love', 'banget']",0,0,0,1
"Payah ,gangguan terus setiap mau payment , saldo di card jadi mandat ga kepake ,di uangkan ga bisa","['payah', 'ganggu', 'payment', 'saldo', 'card', 'mandat', 'kepake', 'uang']",0,0,-1,0
Good lah!!,[],0,0,0,1
"Gak jelas, diupdate malah gak bisa dibuka aplikasinya 👎","['diupdate', 'buka', 'aplikasi']",0,0,-1,0
good,[],0,0,0,1
Kopinya rasanya mantap dan enak.,"['kopi', 'mantap']",0,0,0,0
Gk bisa log in... padahal baru top up,"['log', 'top', 'up']",0,0,-1,0
Aplikasi memeber yg sangat comersil!,"['aplikasi', 'memeber', 'comersil']",0,1,0,1
Bagus,['bagus'],0,0,0,1
kemudahan bertransaksi semua Starbucks Indonesia dalam satu aplikasi tanpa harus bawa kartu,"['mudah', 'transaksi', 'starbucks', 'indonesia', 'aplikasi', 'bawa', 'kartu']",0,1,0,0
Like,[],0,0,0,1
"Sy penikmat signature coklat, jadi cuma itu yg sy pesan tiap ke Starbucks. Sdikit komplen, blom ada standar rasa khusus signature coklat, baik itu hot maupun cold. Di gerai yg satu rasanya trlalu manis, pernah jg agak tawar. Harapan sy ke depannya ada semacam standar rasa yg kalo abis minum di gerai manapun bawaannya puas. Gitu deh 😉","['nikmat', 'signature', 'coklat', 'pesan', 'starbucks', 'sdikit', 'komplen', 'standar', 'signature', 'coklat', 'hot', 'cold', 'gerai', 'manis', 'tawar', 'harap', 'depan', 'standar', 'habis', 'minum', 'gerai', 'mana', 'bawa', 'puas']",0,0,0,0
"Jelas, mudah, secure","['mudah', 'secure']",1,0,1,0
Sangat informatif dan membantu saya,"['informatif', 'bantu']",0,1,0,1
Ok memuaskan,['muas'],0,0,0,1
